x	y	error	kd_x_mean	kd_y_mean	organism
14.212	10.708	2165.33721931194	-5.59109191013477	10.912652934829	anopheles
14.217	10.256	1512.08733560673	0.500244247340907	10.4199403317645	anopheles
14.228	10.368	2144.01742108744	-5.35443464085349	10.4250347375923	anopheles
14.228	10.462	1412.53724502239	3.35139409834792	8.39671963565842	anopheles
14.236	10.342	2183.92948277005	-5.69922469294727	10.1156761383481	anopheles
14.242	10.425	2165.59964084496	-5.53977957841073	10.4709962271935	anopheles
14.254	10.3	1438.15224502594	3.576650276967	7.54282309193542	anopheles
14.255	10.495	2137.83746432899	-5.26683615138255	10.2362010016308	anopheles
14.265	10.522	2241.72118593617	-6.22680846374448	11.595335575606	anopheles
14.29	10.658	2206.23386104185	-5.86896130030135	10.4225685289495	anopheles
14.442	5.747	1066.53564823876	5.09446607003624	6.93167795711547	anopheles
18.583	4.367	1249.53367973414	7.48667221596007	6.21725793250712	anopheles
21.017	4.283	503.047257003624	16.5108899542276	4.68672367113652	anopheles
29.701	-0.751	449.981466961614	33.7228972824901	-0.604758828145969	anopheles
31.651	-1.962	379.246583322344	34.8314222406932	-1.17969552055889	anopheles
34.026	0.77	84.0037030457607	33.6075285302221	0.304051928342779	anopheles
35.299	-23.716	238.645981891278	37.2140909943421	-23.9441724030016	anopheles
38.948	-4.94	164.370978467412	40.2674525208309	-5.3249668330659	anopheles
39.909	-3.511	255.651772239425	41.2944007998954	-5.30486703051979	anopheles
45.081	-12.703	47.8667803672797	45.3941986202417	-13.0075935869635	anopheles
45.104	-12.852	20.542779079071	45.2705922468729	-12.8555523867979	anopheles
45.122	-12.797	25.6053028526388	45.2355631505327	-12.9133462321184	anopheles
45.142	-12.738	34.8946009428359	45.3420273515124	-12.9849289641226	anopheles
45.143	-12.779	13.4782251208299	45.2266805437717	-12.8292379691337	anopheles
45.155	-12.857	29.3025193872679	45.4163606365634	-12.9210471646756	anopheles
45.156	-12.991	27.5804959584402	45.371789784419	-12.9547827002365	anopheles
8.7	3.7	57.1898512088416	9.16450154651702	3.65294043357829	anopheles
9.455	0.384	29.9547365224082	9.60825565536391	0.488439438735841	anopheles
9.721	4.055	160.069604687836	10.9497955923651	3.30028619118242	anopheles
9.817	2.367	126.557524142616	10.8994540569344	2.63518391169366	anopheles
9.927	2.949	443.397530528028	13.6605198911748	4.36668909354175	anopheles
9.983	2.367	179.392803109438	10.2534167817382	0.767605968755796	anopheles
-0.450589257393999	6.4127567873196	400.890019763815	-0.669768859059787	9.78859130601795	plasmodium
-0.820530824908428	10.7776518794834	6.96105878004684	-0.828991300902008	10.7535652627545	plasmodium
-1.19722578657396	5.56096425690114	463.609368262619	-0.969651610431322	9.69897419775984	plasmodium
-1.44857251067032	6.80361567081216	363.720019767122	-0.964569721215763	10.0260213744703	plasmodium
-1.65797819105272	7.70608839886317	343.941204662719	-0.859569116294754	10.6528544597815	plasmodium
-10.2304157759393	13.8729130930277	617.775892382277	-4.91217555705776	12.0474956838297	plasmodium
-10.6581516685923	10.4900274063871	696.470632816078	-4.72292779200607	11.4081408518775	plasmodium
-12.1255836774436	15.3769998379733	559.780190300805	-7.57174465479599	13.0681497335481	plasmodium
-14.1602743268945	13.3937787643649	161.168111841023	-13.3780064981628	13.2555971298824	plasmodium
-15.5869117251822	12.8932391227058	376.60345238942	-12.7258936534534	12.899890698907	plasmodium
-16.0085469425709	13.5074405235941	378.762783336371	-12.6036824369179	12.9604436747845	plasmodium
-16.4015587974171	13.2453956506771	172.858460323441	-14.8376096366599	13.1903450100146	plasmodium
-17.2654175478361	14.754650571506	483.36367771804	-13.3455103880475	13.1974811188828	plasmodium
-3.51140945433094	14.7051525084303	520.390368373219	-0.868938718266078	10.780872468483	plasmodium
-4.06497606998656	5.42029539675511	608.272937355795	-1.26322480788933	10.0182863290384	plasmodium
-4.33212116013286	11.3678241953156	376.403523467663	-0.939546817509768	10.7768017746052	plasmodium
-5.69784924579184	13.8114346849378	621.657416602921	-0.892207914024514	10.7697113242383	plasmodium
-6.55896423061274	11.4325074896702	615.035290287604	-1.1482523250149	10.7920672444332	plasmodium
-7.09017921834709	18.1937014223261	738.371908074554	-5.73245389462983	12.4710738708349	plasmodium
-7.645231383147	13.6253391950819	499.416987226985	-3.76655653975334	11.8218974682754	plasmodium
-7.97913454916132	12.6110174188952	528.306028035847	-3.54436375348292	11.5678705972046	plasmodium
-8.89905996049923	8.43731555009309	806.595590554067	-1.85887427269064	10.3925746680771	plasmodium
-9.83234529216278	16.5654259090742	609.746337876924	-6.3846538545261	12.7166205930763	plasmodium
0.0658734217876137	5.82174804930117	490.542085425383	-0.747577394641401	10.172654304208	plasmodium
0.392035023600393	7.26900173621754	391.488939470649	-0.875146575925693	10.4535864888194	plasmodium
11.9525367419304	1.40159143191829	491.983038101137	9.28307622851362	4.94563311045318	plasmodium
15.9042405034987	-4.43671015741757	8.83330375638217	15.876422273162	-4.4069377602352	plasmodium
2.22164272154415	6.61191556046479	60.3072981161667	2.18909165689142	6.54855630800787	plasmodium
2.41178984100103	6.36469471347767	227.717668894895	1.12960553026519	7.63539685627706	plasmodium
3.56494717621637	6.52705822200217	646.167573444094	-1.17103384683524	9.7628477381383	plasmodium
30.4028272881467	-4.76434034703418	46.9811421021569	30.3082183781607	-4.61976360620952	plasmodium
31.453920192687	-1.88038614575828	181.257513965782	31.7437264553691	-2.74036155183832	plasmodium
32.5718422248767	2.11937445464846	1308.75516877198	25.3605302287477	1.24912807083819	plasmodium
32.8017965486535	15.8436791599915	137.092509019255	31.9374576330478	15.6442203473018	plasmodium
32.8040834968137	-23.3204720636176	852.456810765478	35.0368934282192	-15.9819943757367	plasmodium
34.7089457551876	-16.1643739589344	33.9781136597445	34.6158390903442	-15.9770857319519	plasmodium
34.8344002008458	-0.163032851639986	96.233728871727	34.6870468890532	-0.797793305825401	plasmodium
35.4269531544933	-15.3987938001198	103.642496732415	34.7617663593502	-16.0704722684887	plasmodium
35.7507751540327	15.9886906936577	286.18306477563	33.097713384402	15.7116281253168	plasmodium
36.9891468169358	-7.92283003354922	323.421587343727	37.8857773599263	-5.34848337472361	plasmodium
38.0473116933426	11.5624639132834	330.243094031192	36.3886694665418	12.7373645829759	plasmodium
38.2818781220775	-5.21799598658367	22.4422991486746	38.2566726039677	-5.18685440328644	plasmodium
38.4069461756218	-9.48065848365116	303.551764997841	37.7491906780501	-7.63966001939924	plasmodium
38.765441584725	7.50723661125819	112.870063316748	38.7179595318606	8.4249010167144	plasmodium
39.6868881751874	-3.17440401978248	8.91882323884598	39.6403868652135	-3.17387154877645	plasmodium
4.37256482536008	8.98254625067003	594.224927814827	-0.725226074214117	9.87581949093209	plasmodium
46.6846703947569	-16.5369911196133	1486.084195514	33.1527371048478	-14.9255550132751	plasmodium
46.862307875923	-21.8562364485673	1411.79494074208	34.8802548582818	-16.1164979715853	plasmodium
9.29018208761911	5.19815000469969	24.1647791908295	9.10675379413102	5.2557866071882	plasmodium
